01/19/2022 23:31 PM,20000
01/20/2022 0:48 AM,15555
01/20/2022 0:49 AM,20000
01/20/2022 0:49 AM,20000
01/20/2022 0:50 AM,20000
01/20/2022 0:50 AM,20000
01/20/2022 0:50 AM,20000
01/20/2022 0:50 AM,20000
01/20/2022 1:30 AM,20000
01/20/2022 1:30 AM,20000
01/20/2022 1:30 AM,20000
01/20/2022 1:30 AM,20000
01/20/2022 1:30 AM,20000
01/20/2022 1:30 AM,20000
01/20/2022 1:30 AM,20000
01/20/2022 1:30 AM,20000
01/20/2022 1:42 AM,20000
01/20/2022 1:42 AM,20000
01/20/2022 1:42 AM,20000
01/20/2022 1:42 AM,20000
01/20/2022 1:42 AM,20000
01/20/2022 1:42 AM,20000
01/20/2022 1:42 AM,20000
01/20/2022 1:42 AM,20000
01/20/2022 1:42 AM,20000
01/20/2022 1:42 AM,20000
01/20/2022 1:42 AM,20000
01/20/2022 1:42 AM,20000
01/20/2022 1:42 AM,20000
01/20/2022 1:42 AM,20000
01/20/2022 1:42 AM,20000
01/20/2022 1:42 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
01/20/2022 1:43 AM,20000
03/08/2022 19:42 PM,15555
03/11/2022 18:24 PM,20000
03/11/2022 18:24 PM,20000
03/11/2022 18:24 PM,20000
03/11/2022 18:24 PM,20000
03/11/2022 18:24 PM,20000
03/11/2022 18:24 PM,20000
